PRES,BU,PLOT,MONDATE,SPCODE,IND,COVER,LAST BURN,MON_YEAR,BURN_YEAR
ABRP,21,2,8/20/2003,PP,3,11.1,5/23/2002,2003,2001
ABRP,21,2,8/20/2003,PE,0,0,5/23/2002,2003,2001
ABRP,21,3,9/5/2003,QL,3,8,5/23/2002,2003,2001
ABRP,21,3,9/5/2003,HW,5,15.95,5/23/2002,2003,2001
ABRP,21,3,9/5/2003,PP,0,0,5/23/2002,2003,2001
ABRP,21,3,9/5/2003,PE,0,0,5/23/2002,2003,2001
ABRP,40,1,8/19/2003,QL,2,4.05,4/22/2002,2003,2001
ABRP,40,1,8/19/2003,HW,24,16.95,4/22/2002,2003,2001
ABRP,40,1,8/19/2003,PP,0,0,4/22/2002,2003,2001
ABRP,40,1,8/19/2003,PE,1,0.5,4/22/2002,2003,2001
ABRP,40,2,8/15/2003,QL,0,0,4/22/2002,2003,2001
ABRP,40,2,8/15/2003,HW,12,18.35,4/22/2002,2003,2001
ABRP,40,2,8/15/2003,PP,2,1.3,4/22/2002,2003,2001
ABRP,40,2,8/15/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,3,8/19/2003,QL,0,0,4/22/2002,2003,2001
ABRP,40,3,8/19/2003,HW,21,18.75,4/22/2002,2003,2001
ABRP,40,3,8/19/2003,PP,1,1.1,4/22/2002,2003,2001
ABRP,40,3,8/19/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,4,8/21/2003,QL,1,0.7,4/22/2002,2003,2001
ABRP,40,4,8/21/2003,HW,7,7.1,4/22/2002,2003,2001
ABRP,40,4,8/21/2003,PP,0,0,4/22/2002,2003,2001
ABRP,40,4,8/21/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,5,8/21/2003,QL,0,0,4/22/2002,2003,2001
ABRP,40,5,8/21/2003,HW,17,13.4,4/22/2002,2003,2001
ABRP,40,5,8/21/2003,PP,2,1.75,4/22/2002,2003,2001
ABRP,40,5,8/21/2003,PE,2,5.2,4/22/2002,2003,2001
ABRP,40,6,8/22/2003,QL,2,1.4,4/22/2002,2003,2001
ABRP,40,6,8/22/2003,HW,22,24.42,4/22/2002,2003,2001
ABRP,40,6,8/22/2003,PP,4,4.5,4/22/2002,2003,2001
ABRP,40,6,8/22/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,7,8/22/2003,QL,3,8.4,4/22/2002,2003,2001
ABRP,40,7,8/22/2003,HW,4,9.13,4/22/2002,2003,2001
ABRP,40,7,8/22/2003,PP,2,1.6,4/22/2002,2003,2001
ABRP,40,7,8/22/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,8,8/26/2003,QL,1,2.15,4/22/2002,2003,2001
ABRP,40,8,8/26/2003,HW,11,9.1,4/22/2002,2003,2001
ABRP,40,8,8/26/2003,PP,1,0.45,4/22/2002,2003,2001
ABRP,40,8,8/26/2003,PE,0,0,4/22/2002,2003,2001
ABRP,40,9,8/28/2003,QL,0,0,4/22/2002,2003,2001
ABRP,40,9,8/28/2003,HW,15,13.65,4/22/2002,2003,2001
ABRP,40,9,8/28/2003,PP,2,1.4,4/22/2002,2003,2001
ABRP,40,9,8/28/2003,PE,0,0,4/22/2002,2003,2001
ABRP,22,1,7/19/2004,QL,8,8.1,6/4/2003,2003,2003
ABRP,22,1,7/19/2004,HW,0,0,6/4/2003,2003,2003
ABRP,22,1,7/19/2004,PP,0,0,6/4/2003,2003,2003
ABRP,22,1,7/19/2004,PE,1,0.8,6/4/2003,2003,2003
ABRP,22,2,7/13/2004,QL,1,0.4,6/4/2003,2003,2003
ABRP,22,2,7/13/2004,HW,0,0,6/4/2003,2003,2003
ABRP,22,2,7/13/2004,PP,0,0,6/4/2003,2003,2003
ABRP,22,2,7/13/2004,PE,5,17.1,6/4/2003,2003,2003
ABRP,22,3,8/3/2004,QL,2,2.6,6/4/2003,2004,2003
ABRP,22,3,8/3/2004,HW,2,10.2,6/4/2003,2004,2003
ABRP,22,3,8/3/2004,PP,0,0,6/4/2003,2004,2003
ABRP,22,3,8/3/2004,PE,3,8,6/4/2003,2004,2003
ABRP,22,4,8/6/2004,QL,6,13.4,6/4/2003,2004,2003
ABRP,22,4,8/6/2004,HW,0,0,6/4/2003,2004,2003
ABRP,22,4,8/6/2004,PP,0,0,6/4/2003,2004,2003
ABRP,22,4,8/6/2004,PE,1,4.2,6/4/2003,2004,2003
ABRP,22,5,9/23/2004,QL,1,2.6,6/4/2003,2004,2003
ABRP,22,5,9/23/2004,HW,2,3.6,6/4/2003,2004,2003
ABRP,22,5,9/23/2004,PP,0,0,6/4/2003,2004,2003
ABRP,22,5,9/23/2004,PE,3,9.8,6/4/2003,2004,2003
ABRP,7,1,8/17/2004,QL,0,0,4/22/2003,2004,2003
ABRP,7,1,8/17/2004,HW,25,27.9,4/22/2003,2004,2003
ABRP,7,1,8/17/2004,PP,1,0.6,4/22/2003,2004,2003
ABRP,7,1,8/17/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,2,8/27/2004,QL,5,9.6,4/22/2003,2004,2003
ABRP,7,2,8/27/2004,HW,11,20.3,4/22/2003,2004,2003
ABRP,7,2,8/27/2004,PP,0,0,4/22/2003,2004,2003
ABRP,7,2,8/27/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,3,8/19/2004,QL,3,7.75,4/22/2003,2004,2003
ABRP,7,3,8/19/2004,HW,14,11.9,4/22/2003,2004,2003
ABRP,7,3,8/19/2004,PP,7,10.95,4/22/2003,2004,2003
ABRP,7,3,8/19/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,4,8/30/2004,QL,7,9.5,4/22/2003,2004,2003
ABRP,7,4,8/30/2004,HW,5,5.8,4/22/2003,2004,2003
ABRP,7,4,8/30/2004,PP,0,0,4/22/2003,2004,2003
ABRP,7,4,8/30/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,5,8/31/2004,QL,3,4.05,4/22/2003,2004,2003
ABRP,7,5,8/31/2004,HW,2,12.4,4/22/2003,2004,2003
ABRP,7,5,8/31/2004,PP,2,4.5,4/22/2003,2004,2003
ABRP,7,5,8/31/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,6,8/28/2004,QL,5,7.5,4/22/2003,2004,2003
ABRP,7,6,8/28/2004,HW,13,19.9,4/22/2003,2004,2003
ABRP,7,6,8/28/2004,PP,4,3.8,4/22/2003,2004,2003
ABRP,7,6,8/28/2004,PE,0,0,4/22/2003,2004,2003
ABRP,7,7,8/30/2004,QL,0,0,4/22/2003,2004,2003
ABRP,7,7,8/30/2004,HW,6,19.6,4/22/2003,2004,2003
ABRP,7,7,8/30/2004,PP,1,0.7,4/22/2003,2004,2003
ABRP,7,7,8/30/2004,PE,4,11.3,4/22/2003,2004,2003
ABRP,7,8,9/23/2004,QL,4,11,4/22/2003,2004,2003
ABRP,7,8,9/23/2004,HW,10,22.4,4/22/2003,2004,2003
ABRP,7,8,9/23/2004,PP,0,0,4/22/2003,2004,2003
ABRP,7,8,9/23/2004,PE,0,0,4/22/2003,2004,2003
ABRP,32,7,8/16/2005,QL,0,0,4/9/2004,2004,2004
ABRP,32,7,8/16/2005,HW,1,1.7,4/9/2004,2004,2004
ABRP,32,7,8/16/2005,PP,0,0,4/9/2004,2004,2004
ABRP,32,7,8/16/2005,PE,0,0,4/9/2004,2004,2004
ABRP,40,9,8/11/2005,QL,0,0,5/5/2004,2004,2004
ABRP,40,9,8/11/2005,HW,2,3.2,5/5/2004,2004,2004
ABRP,40,9,8/11/2005,PP,0,1.3,5/5/2004,2004,2004
ABRP,40,9,8/11/2005,PE,0,0,5/5/2004,2004,2004
ABRP,40,8,8/23/2005,QL,0,0,5/5/2004,2004,2004
ABRP,40,8,8/23/2005,HW,6,11.3,5/5/2004,2004,2004
ABRP,40,8,8/23/2005,PP,1,6.8,5/5/2004,2004,2004
ABRP,40,8,8/23/2005,PE,0,0,5/5/2004,2004,2004
ABRP,40,2,8/23/2005,QL,0,0,5/5/2004,2004,2004
ABRP,40,2,8/23/2005,HW,2,8.7,5/5/2004,2004,2004
ABRP,40,2,8/23/2005,PP,2,1.1,5/5/2004,2004,2004
ABRP,40,2,8/23/2005,PE,0,0,5/5/2004,2004,2004
ABRP,40,1,8/29/2005,QL,0,0,5/5/2004,2004,2004
ABRP,40,1,8/29/2005,HW,3,2.8,5/5/2004,2004,2004
ABRP,40,1,8/29/2005,PP,0,0,5/5/2004,2004,2004
ABRP,40,1,8/29/2005,PE,0,0.1,5/5/2004,2004,2004
ABRP,32,11,8/17/2005,QL,0,0,4/9/2004,2004,2004
ABRP,32,11,8/17/2005,HW,0,1.3,4/9/2004,2004,2004
ABRP,32,11,8/17/2005,PP,0,0,4/9/2004,2004,2004
ABRP,32,11,8/17/2005,PE,0,0,4/9/2004,2004,2004
ABRP,32,10,8/8/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,10,8/8/2005,HW,5,5.4,4/9/2004,2005,2004
ABRP,32,10,8/8/2005,PP,0,0,4/9/2004,2005,2004
ABRP,32,10,8/8/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,9,8/8/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,9,8/8/2005,HW,2,3.7,4/9/2004,2005,2004
ABRP,32,9,8/8/2005,PP,2,2.5,4/9/2004,2005,2004
ABRP,32,9,8/8/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,8,8/18/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,8,8/18/2005,HW,0,0,4/9/2004,2005,2004
ABRP,32,8,8/18/2005,PP,0,0,4/9/2004,2005,2004
ABRP,32,8,8/18/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,6,8/16/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,6,8/16/2005,HW,0,0,4/9/2004,2005,2004
ABRP,32,6,8/16/2005,PP,0,2.3,4/9/2004,2005,2004
ABRP,32,6,8/16/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,5,8/10/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,5,8/10/2005,HW,2,3.4,4/9/2004,2005,2004
ABRP,32,5,8/10/2005,PP,3,1.1,4/9/2004,2005,2004
ABRP,32,5,8/10/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,4,8/13/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,4,8/13/2005,HW,0,0,4/9/2004,2005,2004
ABRP,32,4,8/13/2005,PP,0,2.3,4/9/2004,2005,2004
ABRP,32,4,8/13/2005,PE,0,0,4/9/2004,2005,2004
ABRP,32,3,8/13/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,3,8/13/2005,HW,1,0.3,4/9/2004,2005,2004
ABRP,32,3,8/13/2005,PP,0,0,4/9/2004,2005,2004
ABRP,32,3,8/13/2005,PE,1,0.8,4/9/2004,2005,2004
ABRP,32,2,8/17/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,2,8/17/2005,HW,1,0.2,4/9/2004,2005,2004
ABRP,32,2,8/17/2005,PP,0,0,4/9/2004,2005,2004
ABRP,32,2,8/17/2005,PE,1,4,4/9/2004,2005,2004
ABRP,32,1,8/18/2005,QL,0,0,4/9/2004,2005,2004
ABRP,32,1,8/18/2005,HW,0,0,4/9/2004,2005,2004
ABRP,32,1,8/18/2005,PP,3,7.7,4/9/2004,2005,2004
ABRP,32,1,8/18/2005,PE,0,0,4/9/2004,2005,2004
ABRP,21,3,8/23/2005,QL,0,0,4/14/2004,2005,2004
ABRP,21,3,8/23/2005,HW,4,18.1,4/14/2004,2005,2004
ABRP,21,3,8/23/2005,PP,0,0,4/14/2004,2005,2004
ABRP,21,3,8/23/2005,PE,0,0,4/14/2004,2005,2004
ABRP,21,2,8/25/2005,QL,0,0,4/14/2004,2005,2004
ABRP,21,2,8/25/2005,HW,0,0.1,4/14/2004,2005,2004
ABRP,21,2,8/25/2005,PP,0,49.8,4/14/2004,2005,2004
ABRP,21,2,8/25/2005,PE,0,0,4/14/2004,2005,2004
ABRP,21,1,8/25/2005,QL,0,0,4/14/2004,2005,2004
ABRP,21,1,8/25/2005,HW,0,2.2,4/14/2004,2005,2004
ABRP,21,1,8/25/2005,PP,0,0,4/14/2004,2005,2004
ABRP,21,1,8/25/2005,PE,0,0,4/14/2004,2005,2004
ABRP,15,1,8/27/2005,QL,0,0,5/7/2004,2005,2004
ABRP,15,1,8/27/2005,HW,3,19.8,5/7/2004,2005,2004
ABRP,15,1,8/27/2005,PP,0,6,5/7/2004,2005,2004
ABRP,15,1,8/27/2005,PE,0,0,5/7/2004,2005,2004
ABRP,13,1,8/15/2005,QL,0,0,5/7/2004,2005,2004
ABRP,13,1,8/15/2005,HW,17,50,5/7/2004,2005,2004
ABRP,13,1,8/15/2005,PP,0,1.8,5/7/2004,2005,2004
ABRP,13,1,8/15/2005,PE,0,0,5/7/2004,2005,2004
ABRP,12,2,8/27/2005,QL,0,0,5/7/2004,2005,2004
ABRP,12,2,8/27/2005,HW,5,19.6,5/7/2004,2005,2004
ABRP,12,2,8/27/2005,PP,1,2.6,5/7/2004,2005,2004
ABRP,12,2,8/27/2005,PE,0,3.3,5/7/2004,2005,2004
ABRP,12,1,8/15/2005,QL,0,0,5/7/2004,2005,2004
ABRP,12,1,8/15/2005,HW,5,28.2,5/7/2004,2005,2004
ABRP,12,1,8/15/2005,PP,1,7.1,5/7/2004,2005,2004
ABRP,12,1,8/15/2005,PE,0,0,5/7/2004,2005,2004
ABRP,1,9,8/27/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,9,8/27/2005,HW,15,27.8,7/20/2004,2005,2004
ABRP,1,9,8/27/2005,PP,0,0,7/20/2004,2005,2004
ABRP,1,9,8/27/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,7,8/24/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,7,8/24/2005,HW,3,5.1,7/20/2004,2005,2004
ABRP,1,7,8/24/2005,PP,2,0.4,7/20/2004,2005,2004
ABRP,1,7,8/24/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,6,8/24/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,6,8/24/2005,HW,4,17.9,7/20/2004,2005,2004
ABRP,1,6,8/24/2005,PP,1,3.9,7/20/2004,2005,2004
ABRP,1,6,8/24/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,5,8/19/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,5,8/19/2005,HW,3,19.2,7/20/2004,2005,2004
ABRP,1,5,8/19/2005,PP,0,0,7/20/2004,2005,2004
ABRP,1,5,8/19/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,4,8/19/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,4,8/19/2005,HW,0,1.3,7/20/2004,2005,2004
ABRP,1,4,8/19/2005,PP,1,1.4,7/20/2004,2005,2004
ABRP,1,4,8/19/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,3,8/19/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,3,8/19/2005,HW,3,23,7/20/2004,2005,2004
ABRP,1,3,8/19/2005,PP,1,0.7,7/20/2004,2005,2004
ABRP,1,3,8/19/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,2,8/18/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,2,8/18/2005,HW,9,15.8,7/20/2004,2005,2004
ABRP,1,2,8/18/2005,PP,0,0,7/20/2004,2005,2004
ABRP,1,2,8/18/2005,PE,0,0,7/20/2004,2005,2004
ABRP,1,1,8/18/2005,QL,0,0,7/20/2004,2005,2004
ABRP,1,1,8/18/2005,HW,0,17.5,7/20/2004,2005,2004
ABRP,1,1,8/18/2005,PP,0,0,7/20/2004,2005,2004
ABRP,1,1,8/18/2005,PE,0,0,7/20/2004,2005,2004
ABRP,5,2,9/3/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,2,9/3/2005,HW,7,17.4,5/13/2004,2005,2004
ABRP,5,2,9/3/2005,PP,2,2.4,5/13/2004,2005,2004
ABRP,5,2,9/3/2005,PE,0,0,5/13/2004,2005,2004
ABRP,5,3,9/3/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,3,9/3/2005,HW,6,17.3,5/13/2004,2005,2004
ABRP,5,3,9/3/2005,PP,2,5.2,5/13/2004,2005,2004
ABRP,5,3,9/3/2005,PE,0,0,5/13/2004,2005,2004
ABRP,5,4,9/3/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,4,9/3/2005,HW,3,21.4,5/13/2004,2005,2004
ABRP,5,4,9/3/2005,PP,2,3.2,5/13/2004,2005,2004
ABRP,5,4,9/3/2005,PE,0,0,5/13/2004,2005,2004
ABRP,40,5,9/13/2005,QL,0,0,5/5/2004,2005,2004
ABRP,40,5,9/13/2005,HW,0,2.4,5/5/2004,2005,2004
ABRP,40,5,9/13/2005,PP,0,2.6,5/5/2004,2005,2004
ABRP,40,5,9/13/2005,PE,0,3.7,5/5/2004,2005,2004
ABRP,40,4,9/13/2005,QL,0,0,5/5/2004,2005,2004
ABRP,40,4,9/13/2005,HW,0,2,5/5/2004,2005,2004
ABRP,40,4,9/13/2005,PP,0,1.9,5/5/2004,2005,2004
ABRP,40,4,9/13/2005,PE,0,0,5/5/2004,2005,2004
ABRP,40,6,9/13/2005,QL,0,0,5/5/2004,2005,2004
ABRP,40,6,9/13/2005,HW,1,0.4,5/5/2004,2005,2004
ABRP,40,6,9/13/2005,PP,1,1.2,5/5/2004,2005,2004
ABRP,40,6,9/13/2005,PE,2,2.9,5/5/2004,2005,2004
ABRP,40,3,9/13/2005,QL,0,0,5/5/2004,2005,2004
ABRP,40,3,9/13/2005,HW,1,5.5,5/5/2004,2005,2004
ABRP,40,3,9/13/2005,PP,0,0,5/5/2004,2005,2004
ABRP,40,3,9/13/2005,PE,0,0,5/5/2004,2005,2004
ABRP,5,6,9/12/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,6,9/12/2005,HW,4,24.6,5/13/2004,2005,2004
ABRP,5,6,9/12/2005,PP,0,0,5/13/2004,2005,2004
ABRP,5,6,9/12/2005,PE,0,0,5/13/2004,2005,2004
ABRP,5,5,9/12/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,5,9/12/2005,HW,2,13.1,5/13/2004,2005,2004
ABRP,5,5,9/12/2005,PP,0,6.8,5/13/2004,2005,2004
ABRP,5,5,9/12/2005,PE,0,0,5/13/2004,2005,2004
ABRP,5,1,9/12/2005,QL,0,0,5/13/2004,2005,2004
ABRP,5,1,9/12/2005,HW,1,2.8,5/13/2004,2005,2004
ABRP,5,1,9/12/2005,PP,4,6.5,5/13/2004,2005,2004
ABRP,5,1,9/12/2005,PE,0,0,5/13/2004,2005,2004
ABRP,40,7,9/14/2005,QL,0,0,5/5/2004,2005,2004
ABRP,40,7,9/14/2005,HW,3,6.9,5/5/2004,2005,2004
ABRP,40,7,9/14/2005,PP,1,2,5/5/2004,2005,2004
ABRP,40,7,9/14/2005,PE,0,0,5/5/2004,2005,2004
ABRP,22,5,8/29/2006,QL,1,3.9,2005,2005,2005
ABRP,22,5,8/29/2006,HW,2,3.5,2005,2005,2005
ABRP,22,5,8/29/2006,PP,0,0,2005,2005,2005
ABRP,22,5,8/29/2006,PE,5,9.2,2005,2005,2005
ABRP,22,4,8/29/2006,QL,3,7.1,2005,2005,2005
ABRP,22,4,8/29/2006,HW,0,0,2005,2005,2005
ABRP,22,4,8/29/2006,PP,0,0,2005,2005,2005
ABRP,22,4,8/29/2006,PE,1,4.5,2005,2005,2005
ABRP,22,3,8/29/2006,QL,2,3.3,2005,2005,2005
ABRP,22,3,8/29/2006,HW,3,11,2005,2005,2005
ABRP,22,3,8/29/2006,PP,0,0,2005,2005,2005
ABRP,22,3,8/29/2006,PE,1,5.1,2005,2005,2005
ABRP,22,2,8/29/2006,QL,8,2.4,2005,2005,2005
ABRP,22,2,8/29/2006,HW,0,0,2005,2005,2005
ABRP,22,2,8/29/2006,PP,0,0,2005,2005,2005
ABRP,22,2,8/29/2006,PE,3,17,2005,2005,2005
ABRP,22,1,8/29/2006,QL,1,2.1,2005,2005,2005
ABRP,22,1,8/29/2006,HW,0,0,2005,2005,2005
ABRP,22,1,8/29/2006,PP,0,0,2005,2005,2005
ABRP,22,1,8/29/2006,PE,0,0,2005,2005,2005
ABRP,1,1,9/6/2007,QL,2,12.4,2006,2007,2006
ABRP,1,1,9/6/2007,HW,5,4.6,2006,2007,2006
ABRP,1,1,9/6/2007,PP,0,0,2006,2007,2006
ABRP,1,1,9/6/2007,PE,0,0,2006,2007,2006
ABRP,1,2,9/6/2007,QL,1,1.1,2006,2007,2006
ABRP,1,2,9/6/2007,HW,7,16.6,2006,2007,2006
ABRP,1,2,9/6/2007,PP,0,0,2006,2007,2006
ABRP,1,2,9/6/2007,PE,0,0,2006,2007,2006
ABRP,1,3,9/10/2007,QL,7,18.2,2006,2007,2006
ABRP,1,3,9/10/2007,HW,6,10.9,2006,2007,2006
ABRP,1,3,9/10/2007,PP,0,0,2006,2007,2006
ABRP,1,3,9/10/2007,PE,0,0,2006,2007,2006
ABRP,1,4,9/10/2007,QL,4,5.3,2006,2007,2006
ABRP,1,4,9/10/2007,HW,0,0,2006,2007,2006
ABRP,1,4,9/10/2007,PP,2,2,2006,2007,2006
ABRP,1,4,9/10/2007,PE,0,0,2006,2007,2006
ABRP,1,5,9/12/2007,QL,7,17.3,2006,2007,2006
ABRP,1,5,9/12/2007,HW,3,2,2006,2007,2006
ABRP,1,5,9/12/2007,PP,2,1.35,2006,2007,2006
ABRP,1,5,9/12/2007,PE,0,0,2006,2007,2006
ABRP,1,6,9/18/2007,QL,0,0,2006,2007,2006
ABRP,1,6,9/18/2007,HW,5,19.5,2006,2007,2006
ABRP,1,6,9/18/2007,PP,1,0.8,2006,2007,2006
ABRP,1,6,9/18/2007,PE,0,0,2006,2007,2006
ABRP,1,7,9/17/2007,QL,0,0,2006,2007,2006
ABRP,1,7,9/17/2007,HW,1,1.1,2006,2007,2006
ABRP,1,7,9/17/2007,PP,3,4.1,2006,2007,2006
ABRP,1,7,9/17/2007,PE,0,0,2006,2007,2006
ABRP,1,8,9/17/2007,QL,3,12.9,2006,2007,2006
ABRP,1,8,9/17/2007,HW,0,0,2006,2007,2006
ABRP,1,8,9/17/2007,PP,1,0.3,2006,2007,2006
ABRP,1,8,9/17/2007,PE,0,0,2006,2007,2006
ABRP,1,9,9/18/2007,QL,2,1.5,2006,2007,2006
ABRP,1,9,9/18/2007,HW,14,39.5,2006,2007,2006
ABRP,1,9,9/18/2007,PP,0,0,2006,2007,2006
ABRP,1,9,9/18/2007,PE,1,5.4,2006,2007,2006
ABRP,21,1,10/2/2007,QL,0,0,2006,2007,2006
ABRP,21,1,10/2/2007,HW,3,2.1,2006,2007,2006
ABRP,21,1,10/2/2007,PP,0,0,2006,2007,2006
ABRP,21,1,10/2/2007,PE,0,0,2006,2007,2006
ABRP,21,2,10/2/2007,QL,0,0,2006,2007,2006
ABRP,21,2,10/2/2007,HW,0,0,2006,2007,2006
ABRP,21,2,10/2/2007,PP,3,9.2,2006,2007,2006
ABRP,21,2,10/2/2007,PE,0,0,2006,2007,2006
ABRP,21,3,10/2/2007,QL,4,5.9,2006,2007,2006
ABRP,21,3,10/2/2007,HW,3,6,2006,2007,2006
ABRP,21,3,10/2/2007,PP,0,2.3,2006,2007,2006
ABRP,21,3,10/2/2007,PE,0,7.8,2006,2007,2006
ABRP,7,4,8/21/2008,QL,0,0,2006,2007,2006
ABRP,7,4,8/21/2008,HW,0,0,2006,2007,2006
ABRP,7,4,8/21/2008,PP,1,1,2006,2007,2006
ABRP,7,4,8/21/2008,PE,0,0,2006,2007,2006
ABRP,7,3,8/21/2008,QL,4,11.8,2006,2007,2006
ABRP,7,3,8/21/2008,QE,2,3.6,2006,2007,2006
ABRP,7,3,8/21/2008,HW,4,6.5,2006,2007,2006
ABRP,7,3,8/21/2008,PP,7,7.5,2006,2007,2006
ABRP,7,3,8/21/2008,PE,0,0,2006,2007,2006
ABRP,7,2,8/21/2008,QL,1,1.2,2006,2007,2006
ABRP,7,2,8/21/2008,QE,9,14,2006,2007,2006
ABRP,7,2,8/21/2008,QUO,4,4.6,2006,2007,2006
ABRP,7,2,8/21/2008,HW,4,0.7,2006,2007,2006
ABRP,7,2,8/21/2008,PP,0,0,2006,2007,2006
ABRP,7,2,8/21/2008,PE,0,0,2006,2007,2006
ABRP,7,1,8/20/2008,QL,0,0,2006,2007,2006
ABRP,7,1,8/20/2008,QE,8,15.5,2006,2007,2006
ABRP,7,1,8/20/2008,QUO,1,4.1,2006,2007,2006
