PRES,BU,PLOT,MONDATE,SPCODE,IND,COVER,LAST BURN,MON_YEAR,BURN_YEAR
ABRP,7,1,8/20/2008,HW,3,4.5,2006,2007,2006
ABRP,7,1,8/20/2008,PP,0,0,2006,2007,2006
ABRP,7,1,8/20/2008,PE,0,0,2006,2007,2006
ABRP,7,8,8/20/2008,QL,0,0,2006,2007,2006
ABRP,7,8,8/20/2008,HW,0,0,2006,2007,2006
ABRP,7,8,8/20/2008,PP,2,3.5,2006,2007,2006
ABRP,7,8,8/20/2008,PE,0,0,2006,2007,2006
ABRP,15,1,8/19/2008,QL,0,0,2007,2007,2007
ABRP,15,1,8/19/2008,QE,3,21.9,2007,2007,2007
ABRP,15,1,8/19/2008,QUO,1,3,2007,2007,2007
ABRP,15,1,8/19/2008,HW,1,6.3,2007,2007,2007
ABRP,15,1,8/19/2008,PP,1,4.4,2007,2007,2007
ABRP,15,1,8/19/2008,PE,0,0,2007,2007,2007
ABRP,22,3,7/23/2008,QL,3,1.9,2007,2007,2007
ABRP,22,3,7/23/2008,QE,1,8,2007,2007,2007
ABRP,22,3,7/23/2008,QUO,2,1.6,2007,2007,2007
ABRP,22,3,7/23/2008,HW,0,0,2007,2007,2007
ABRP,22,3,7/23/2008,PP,0,0,2007,2007,2007
ABRP,22,3,7/23/2008,PE,1,2.4,2007,2007,2007
ABRP,22,5,7/24/2008,QL,0,0,2007,2007,2007
ABRP,22,5,7/24/2008,QUO,1,2.5,2007,2007,2007
ABRP,22,5,7/24/2008,HW,2,3.2,2007,2007,2007
ABRP,22,5,7/24/2008,PP,0,0,2007,2007,2007
ABRP,22,5,7/24/2008,PE,4,7.2,2007,2007,2007
ABRP,22,4,7/23/2008,QL,1,3,2007,2007,2007
ABRP,22,4,7/23/2008,HW,0,0,2007,2007,2007
ABRP,22,4,7/23/2008,PP,0,0,2007,2007,2007
ABRP,22,4,7/23/2008,PE,1,3.2,2007,2007,2007
ABRP,22,2,7/11/2008,QL,0,0,2007,2007,2007
ABRP,22,2,7/11/2008,HW,0,0,2007,2007,2007
ABRP,22,2,7/11/2008,PP,0,0,2007,2007,2007
ABRP,22,2,7/11/2008,PE,5,13.6,2007,2007,2007
ABRP,22,1,7/11/2008,QL,0,0,2007,2007,2007
ABRP,22,1,7/11/2008,HW,0,0,2007,2007,2007
ABRP,22,1,7/11/2008,PP,0,0,2007,2007,2007
ABRP,22,1,7/11/2008,PE,1,0.4,2007,2007,2007
ABRP,40,6,8/1/2008,QL,0,0,2006,2008,2008
ABRP,40,6,8/1/2008,QE,16,6.1,2006,2008,2008
ABRP,40,6,8/1/2008,HW,0,0,2006,2008,2008
ABRP,40,6,8/1/2008,PP,3,4.1,2006,2008,2008
ABRP,40,6,8/1/2008,PE,0,0,2006,2008,2008
ABRP,40,5,7/31/2008,QL,0,0,2006,2008,2008
ABRP,40,5,7/31/2008,QE,2,2.7,2006,2008,2008
ABRP,40,5,7/31/2008,HW,0,0,2006,2008,2008
ABRP,40,5,7/31/2008,PP,2,8.7,2006,2008,2008
ABRP,40,5,7/31/2008,PE,2,3.6,2006,2008,2008
ABRP,40,4,7/31/2008,QL,1,0.7,2006,2008,2008
ABRP,40,4,7/31/2008,HW,0,0,2006,2008,2008
ABRP,40,4,7/31/2008,PP,0,0,2006,2008,2008
ABRP,40,4,7/31/2008,PE,0,0,2006,2008,2008
ABRP,40,3,7/30/2008,QL,0,0,2006,2008,2008
ABRP,40,3,7/30/2008,HW,0,0,2006,2008,2008
ABRP,40,3,7/30/2008,PP,0,0,2006,2008,2008
ABRP,40,3,7/30/2008,PE,0,0,2006,2008,2008
ABRP,40,2,7/30/2008,QL,0,0,2006,2008,2008
ABRP,40,2,7/30/2008,HW,3,1.5,2006,2008,2008
ABRP,40,2,7/30/2008,PP,1,0.7,2006,2008,2008
ABRP,40,2,7/30/2008,PE,3,1.2,2006,2008,2008
ABRP,40,9,8/19/2008,QL,0,0,2006,2008,2008
ABRP,40,9,8/19/2008,QE,9,4.2,2006,2008,2008
ABRP,40,9,8/19/2008,HW,0,0,2006,2008,2008
ABRP,40,9,8/19/2008,PP,0,0,2006,2008,2008
ABRP,40,9,8/19/2008,PE,0,0,2006,2008,2008
ABRP,40,8,8/14/2008,QL,0,0,2006,2008,2008
ABRP,40,8,8/14/2008,QE,0,0,2006,2008,2008
ABRP,40,8,8/14/2008,HW,0,0,2006,2008,2008
ABRP,40,8,8/14/2008,PP,1,0.3,2006,2008,2008
ABRP,40,8,8/14/2008,PE,0,0,2006,2008,2008
ABRP,40,7,8/14/2008,QL,1,1.1,2006,2008,2008
ABRP,40,7,8/14/2008,QE,0,0,2006,2008,2008
ABRP,40,7,8/14/2008,HW,0,0,2006,2008,2008
ABRP,40,7,8/14/2008,PP,2,2.7,2006,2008,2008
ABRP,40,7,8/14/2008,PE,0,0,2006,2008,2008
ABRP,40,1,7/29/2008,QL,0,0,2006,2008,2008
ABRP,40,1,7/29/2008,QE,0,0,2006,2008,2008
ABRP,40,1,7/29/2008,HW,0,0,2006,2008,2008
ABRP,40,1,7/29/2008,PP,0,0,2006,2008,2008
ABRP,40,1,7/29/2008,PE,0,0,2006,2008,2008
ABRP,1,1,8/3/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,1,8/3/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,1,8/3/2009,PP,0,0,6/5/2008,2009,2009
ABRP,1,1,8/3/2009,QL,3,12.5,6/5/2008,2009,2009
ABRP,1,1,8/3/2009,QUEV,1,1.7,6/5/2008,2009,2009
ABRP,1,1,8/3/2009,QUO,0,0,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,HW,4,8.9,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,PP,0,0,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,QL,0,0,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,QUEV,4,6.2,6/5/2008,2009,2009
ABRP,1,2,8/3/2009,QUO,0,0,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,PP,0,0,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,QL,6,19.5,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,QUEV,1,3.1,6/5/2008,2009,2009
ABRP,1,3,8/3/2009,QUO,1,2.1,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,PP,2,2.7,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,QL,3,4.3,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,QUEV,0,0,6/5/2008,2009,2009
ABRP,1,4,8/3/2009,QUO,0,0,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,PP,1,0.8,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,QL,6,17.8,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,QUEV,3,2.7,6/5/2008,2009,2009
ABRP,1,5,8/4/2009,QUO,0,0,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,HW,2,5.3,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,PP,1,1.6,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,QL,1,1.6,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,QUEV,5,11.5,6/5/2008,2009,2009
ABRP,1,6,8/4/2009,QUO,7,12.6,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,PP,3,3.1,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,QL,1,9,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,QUEV,0,0,6/5/2008,2009,2009
ABRP,1,7,8/4/2009,QUO,1,1,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,HW,0,0,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,PP,1,0.5,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,QL,4,23.1,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,QUEV,0,0,6/5/2008,2009,2009
ABRP,1,8,8/4/2009,QUO,0,0,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,HW,1,1.1,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,PE,0,0,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,PP,3,1.8,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,QL,13,27.1,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,QUEV,3,6.3,6/5/2008,2009,2009
ABRP,1,9,7/30/2009,QUO,1,3.4,6/5/2008,2009,2009
ABRP,5,1,7/23/2009,HW,0,0,7/22/2008,2009,2009
ABRP,5,1,7/23/2009,PE,0,0,7/22/2008,2009,2009
ABRP,5,1,7/23/2009,PP,4,7.4,7/22/2008,2009,2009
ABRP,5,1,7/23/2009,QL,1,4.3,7/22/2008,2009,2009
ABRP,5,1,7/23/2009,QUEV,0,0,7/22/2008,2009,2009
ABRP,5,1,7/23/2009,QUO,0,0,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,HW,0,0,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,PE,0,0,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,PP,4,3.6,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,QL,7,13.1,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,QUEV,0,0,7/22/2008,2009,2009
ABRP,5,2,7/23/2009,QUO,8,14.3,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,HW,0,0,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,PE,0,0,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,PP,1,3.1,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,QL,3,1.2,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,QUEV,4,11.9,7/22/2008,2009,2009
ABRP,5,3,7/23/2009,QUO,2,10.7,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,HW,1,0.1,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,PE,0,0,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,PP,2,4.2,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,QL,0,0,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,QUEV,0,0,7/22/2008,2009,2009
ABRP,5,4,7/27/2009,QUO,2,22,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,HW,0,0,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,PE,2,11.5,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,PP,0,0,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,QL,5,11.7,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,QUEV,1,3.3,7/22/2008,2009,2009
ABRP,5,5,7/24/2009,QUO,3,5.9,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,HW,0,0,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,PE,0,0,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,PP,0,0,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,QL,6,16.8,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,QUEV,0,0,7/22/2008,2009,2009
ABRP,5,6,7/23/2009,QUO,6,13.6,7/22/2008,2009,2009
ABRP,7,4,8/5/2009,HW,1,0.7,Bull-Dozed 2007,2009,2009
ABRP,7,4,8/5/2009,PE,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,4,8/5/2009,PP,1,1.3,Bull-Dozed 2007,2009,2009
ABRP,7,4,8/5/2009,QL,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,4,8/5/2009,QUEV,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,4,8/5/2009,QUO,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,HW,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,PE,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,PP,3,7.4,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,QL,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,QUEV,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,6,8/5/2009,QUO,1,2.5,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,HW,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,PE,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,PP,1,2.3,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,QL,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,QUEV,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,7,8/5/2009,QUO,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,HW,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,PE,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,PP,2,3.7,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,QL,1,0.4,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,QUEV,0,0,Bull-Dozed 2007,2009,2009
ABRP,7,8,8/5/2009,QUO,0,0,Bull-Dozed 2007,2009,2009
ABRP,12,1,7/27/2009,HW,1,2.8,5/5/2008,2009,2009
ABRP,12,1,7/27/2009,PE,0,0,5/5/2008,2009,2009
ABRP,12,1,7/27/2009,PP,1,10,5/5/2008,2009,2009
ABRP,12,1,7/27/2009,QL,0,0,5/5/2008,2009,2009
ABRP,12,1,7/27/2009,QUEV,3,27.8,5/5/2008,2009,2009
ABRP,12,1,7/27/2009,QUO,0,0,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,HW,0,0,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,PE,0,0,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,PP,2,5.9,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,QL,4,12.5,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,QUEV,2,5.4,5/5/2008,2009,2009
ABRP,12,2,7/27/2009,QUO,1,8.4,5/5/2008,2009,2009
ABRP,21,1,7/20/2009,HW,0,0,6/20/2008,2009,2009
ABRP,21,1,7/20/2009,PE,0,0,6/20/2008,2009,2009
ABRP,21,1,7/20/2009,PP,0,0,6/20/2008,2009,2009
ABRP,21,1,7/20/2009,QL,1,0.3,6/20/2008,2009,2009
ABRP,21,1,7/20/2009,QUEV,0,0,6/20/2008,2009,2009
ABRP,21,1,7/20/2009,QUO,2,2.5,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,HW,0,0,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,PE,3,12.7,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,PP,0,0,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,QL,0,0,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,QUEV,0,0,6/20/2008,2009,2009
ABRP,21,2,7/20/2009,QUO,0,0,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,HW,2,8.2,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,PE,0,0,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,PP,0,0,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,QL,2,3.5,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,QUEV,3,7.6,6/20/2008,2009,2009
ABRP,21,3,7/20/2009,QUO,2,5,6/20/2008,2009,2009
ABRP,32,1,7/28/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,1,7/28/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,1,7/28/2009,PP,7,9.9,6/7/2008,2009,2009
ABRP,32,1,7/28/2009,QL,0,0,6/7/2008,2009,2009
ABRP,32,1,7/28/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,1,7/28/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,PE,2,8.1,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,QL,3,5.6,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,2,7/29/2009,QUO,1,0.7,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,PE,2,3.1,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,QL,0,0,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,3,7/29/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,PP,1,2.9,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,QL,0,0,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,4,7/28/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,PP,3,3.5,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,QL,2,3.1,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,QUEV,1,0.4,6/7/2008,2009,2009
ABRP,32,5,7/28/2009,QUO,2,1.1,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,PP,4,3.5,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,QL,0,0,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,6,7/28/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,QL,1,0.9,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,7,7/29/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,QL,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,QUEV,0,0,6/7/2008,2009,2009
ABRP,32,8,7/29/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,PP,5,4.6,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,QL,3,3,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,QUEV,1,0.1,6/7/2008,2009,2009
ABRP,32,9,7/30/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,HW,5,3.7,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,QL,2,0.8,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,QUEV,4,1.7,6/7/2008,2009,2009
ABRP,32,10,7/30/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,HW,0,0,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,PE,0,0,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,PP,0,0,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,QL,4,9.4,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,QUEV,3,1.5,6/7/2008,2009,2009
ABRP,32,11,7/29/2009,QUO,0,0,6/7/2008,2009,2009
ABRP,13,1,7/14/2010,QL,0,0,6/1/2009,2009,2009
ABRP,13,1,7/14/2010,QUEV,23,47.7,6/1/2009,2009,2009
ABRP,13,1,7/14/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,13,1,7/14/2010,HW,12,9.8,6/1/2009,2009,2009
ABRP,13,1,7/14/2010,PP,0,0,6/1/2009,2009,2009
ABRP,13,1,7/14/2010,PE,0,0,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,QL,0,0,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,QUEV,5,20.4,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,HW,4,4.8,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,PP,0,0,6/1/2009,2009,2009
ABRP,15,1,7/13/2010,PE,1,4.9,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,QL,1,0.4,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,QUEV,0,0,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,HW,0,0,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,PP,0,0,6/1/2009,2009,2009
ABRP,22,1,7/15/2010,PE,0,0,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,QL,1,0.4,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,QUEV,0,0,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,HW,0,0,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,PP,0,0,6/1/2009,2009,2009
ABRP,22,2,7/16/2010,PE,5,14.9,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,QL,4,2.9,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,QUEV,1,7.3,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,QUO,1,1.5,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,HW,0,0,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,PP,0,0,6/1/2009,2009,2009
ABRP,22,3,7/16/2010,PE,5,7.4,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,QL,0,0,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,QUEV,0,0,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,HW,0,0,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,PP,0,0,6/1/2009,2009,2009
ABRP,22,4,7/15/2010,PE,1,3.8,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,QL,1,0.1,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,QUEV,0,0,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,HW,0,0,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,PP,0,0,6/1/2009,2009,2009
ABRP,22,5,7/14/2010,PE,3,8.4,6/1/2009,2009,2009
ABRP,7,1,7/20/2010,QL,0,0,6/1/2009,2009,2009
ABRP,7,1,7/21/2010,QUEV,5,9.7,6/1/2009,2009,2009
ABRP,7,1,7/22/2010,QUO,0,0,6/1/2009,2009,2009
ABRP,7,1,7/23/2010,HW,9,5.6,6/1/2009,2009,2009
ABRP,7,1,7/24/2010,PP,0,0,6/1/2009,2009,2009
ABRP,7,1,7/25/2010,PE,0,0,6/1/2009,2009,2009
ABRP,7,2,7/19/2010,QL,2,3.3,6/1/2009,2009,2009
ABRP,7,2,7/19/2010,QUEV,10,10.4,6/1/2009,2009,2009
ABRP,7,2,7/19/2010,QUO,6,6.7,6/1/2009,2009,2009
ABRP,7,2,7/19/2010,HW,4,1.4,6/1/2009,2009,2009
ABRP,7,2,7/19/2010,PP,0,0,6/1/2009,2009,2009
